airport_iata,airport_name,city_iata,utc_offset,timezone_id
FPR,Fort Pierce St Lucie County Intl,FPR,-05:00,America/New_York
FPY,Perry-Foley,FPY,-05:00,America/New_York
FRA,Frankfurt,FRA,+01:00,Europe/Berlin
FRB,Forbes,FRB,+10:00,Australia/Sydney
FRC,Franca Tenente Lund Presetto,FRC,-03:00,America/Araguaina
FRD,Friday Harbor,FRD,-08:00,America/Los_Angeles
FRE,Fera Island,FRE,+11:00,Pacific/Guadalcanal
FRF,Frankfurt Rhein Main Afb,FRA,+01:00,Europe/Berlin
FRG,Farmingdale Republic,FRG,-05:00,America/New_York
FRH,French Lick Municipal,FRH,-05:00,America/New_York
FRI,Fort Riley Marshall Aaf,FRI,-06:00,America/Chicago
FRJ,Frejus Off-Line Point,FRJ,+01:00,Europe/Paris
FRK,Fregate Island,FRK,+04:00,Indian/Mahe
FRL,Forli,FRL,+01:00,Europe/Rome
FRM,Fairmont Municipal,FRM,-06:00,America/Chicago
FRN,Anchorage Bryant Aaf,ANC,-09:00,America/Anchorage
FRO,Floro,FRO,+01:00,Europe/Oslo
FRP,Fresh Water Bay,FRP,-09:00,America/Anchorage
FRQ,Feramin,FRQ,+10:00,Pacific/Port_Moresby
FRR,Front Royal Warren County,FRR,-05:00,America/New_York
FRS,Flores,FRS,-06:00,America/Guatemala
FRT,Frutillar,FRT,-04:00,America/Santiago
FRU,Bishkek Manas International,FRU,+06:00,Asia/Bishkek
FRW,Francistown,FRW,+02:00,Africa/Gaborone
FRY,Fryeburg Eastern Slopes Regional,FRY,-05:00,America/New_York
FRZ,Fritzlar,FRZ,+01:00,Europe/Berlin
FSA,Foshan Bus Station,FUO,+08:00,Asia/Shanghai
FSC,Figari,FSC,+01:00,Europe/Paris
FSD,Sioux Falls,FSD,-06:00,America/Chicago
FSI,Lawton/Fort Sill Henry Post Army Air Fi,LAW,-06:00,America/Chicago
FSK,Fort Scott,FSK,-06:00,America/Chicago
FSL,Fossil Downs Station,FSL,+08:00,Australia/Perth
FSM,Fort Smith,FSM,-06:00,America/Chicago
FSN,Fort Sheridan Haley Army Air Field,FSN,-06:00,America/Chicago
FSP,St Pierre Saint Pierre,FSP,-03:00,America/Miquelon
FSS,Forres Raf Kinloss,FSS,+00:00,Europe/London
FST,Fort Stockton Pecos County,FST,-06:00,America/Chicago
FSU,Fort Sumner Municipal,FSU,-07:00,America/Denver
FSZ,Shizuoka Mount Fuji,FSZ,+09:00,Asia/Tokyo
FTA,Futuna Island,FTA,+11:00,Pacific/Efate
FTE,El Calafate,FTE,-03:00,America/Argentina/Buenos_Aires
FTI,Fitiuta,FTI,-11:00,Pacific/Pago_Pago
FTK,Fort Knox Godman Army Air Field,FTK,-05:00,America/New_York
FTL,Fortuna Ledge,FTL,-09:00,America/Anchorage
FTU,Tolanaro Marillac,FTU,+03:00,Indian/Antananarivo
FTW,Fort Worth Meacham Intl,DFW,-06:00,America/Chicago
FTX,Owando,FTX,+01:00,Africa/Brazzaville
FTY,Atlanta Fulton County Apt,ATL,-05:00,America/New_York
FUB,Fulleborn,FUB,+10:00,Pacific/Port_Moresby
FUD,Sui Fen He,FUD,+08:00,Asia/Shanghai
FUE,Fuerteventura,FUE,+00:00,Atlantic/Canary
FUG,Fuyang Xiguan,FUG,+08:00,Asia/Shanghai
FUJ,Goto-Fukue,FUJ,+09:00,Asia/Tokyo
FUK,Fukuoka,FUK,+09:00,Asia/Tokyo
FUL,Fullerton Municipal,FUL,-08:00,America/Los_Angeles
FUM,Fuma,FUM,+10:00,Pacific/Port_Moresby
FUN,Funafuti International,FUN,+12:00,Pacific/Funafuti
FUO,Foshan Shadi,FUO,+08:00,Asia/Shanghai
FUS,Fushun Rail Station,FUS,+08:00,Asia/Shanghai
FUT,Futuna,FUT,+12:00,Pacific/Wallis
FVL,Flora Valley,FVL,+08:00,Australia/Perth
FVM,Fuvahmulak Island,FVM,+05:00,Indian/Maldives
FVR,Forrest River Mission,FVR,+08:00,Australia/Perth
FVS,St Petersburg Finlyandsky Rail Station,LED,+03:00,Europe/Moscow
FWA,Fort Wayne,FWA,-05:00,America/New_York
FWH,Fort Worth Nas Jrb,FTW,-06:00,America/Chicago
FWL,Farewell,FWL,-09:00,America/Anchorage
FWM,Fort William Rail Station,FWM,+00:00,Europe/London
FXE,Fort Lauderdale Executive Apt,FLL,-05:00,America/New_York
FXM,Flaxman Island Air Force Station,FXM,-09:00,America/Anchorage
FXO,Cuamba,FXO,+02:00,Africa/Maputo
FXY,Forest City Municipal,FXY,-06:00,America/Chicago
FYG,Shenzhen Fuyong Ferry Port Fuyong Ferry,SZX,+08:00,Asia/Shanghai
FYJ,Fuyuan,FYJ,+08:00,Asia/Shanghai
FYM,Fayetteville Municipal,FYM,-06:00,America/Chicago
FYN,Fuyun,FYN,+08:00,Asia/Shanghai
FYT,Faya-Largeau,FYT,+01:00,Africa/Ndjamena
FYU,Fort Yukon,FYU,-09:00,America/Anchorage
FYV,Fayetteville,FYV,-06:00,America/Chicago
FZL,Fuzuli International,FZL,+04:00,Asia/Baku
FZO,Filton,FZO,+00:00,Europe/London
GAA,Guamal,GAA,-05:00,America/Bogota
GAB,Gabbs,GAB,-08:00,America/Los_Angeles
GAC,Gracias,GAC,-06:00,America/Tegucigalpa
GAD,Gadsden Northeast Alabama Regional,GAD,-06:00,America/Chicago
GAE,Gabes Matmata,GAE,+01:00,Africa/Tunis
GAF,Gafsa Ksar,GAF,+01:00,Africa/Tunis
GAG,Gage,GAG,-06:00,America/Chicago
GAH,Gayndah,GAH,+10:00,Australia/Brisbane
GAI,Gaithersburg Montgomery Co Airpark,GAI,-05:00,America/New_York
GAJ,Yamagata,GAJ,+09:00,Asia/Tokyo
GAK,Gakona,GAK,-09:00,America/Anchorage
GAL,Galena,GAL,-09:00,America/Anchorage
GAM,Gambell,GAM,-09:00,America/Anchorage
GAN,Gan Island Seenu,GAN,+05:00,Indian/Maldives
GAO,Guantanamo Bay Ns,GAO,-05:00,America/Havana
GAP,Gusap,GAP,+10:00,Pacific/Port_Moresby
GAQ,Gao Korogoussou,GAQ,+00:00,Africa/Bamako
GAR,Garaina,GAR,+10:00,Pacific/Port_Moresby
GAS,Garissa Gassim,GAS,+03:00,Africa/Nairobi
GAT,Gap Tallard,GAT,+01:00,Europe/Paris
GAU,Guwahati,GAU,+05:30,Asia/Kolkata
GAV,Gag Island,GAV,+09:00,Asia/Jayapura
GAW,Gangaw,GAW,+06:30,Asia/Yangon
GAX,Gamba Yenzi,GAX,+01:00,Africa/Libreville
GAY,Gaya,GAY,+05:30,Asia/Kolkata
GAZ,Guasopa,GAZ,+10:00,Pacific/Port_Moresby
GBA,Kemble Cotswold,GBA,+00:00,Europe/London
GBB,Gabala International,GBB,+04:00,Asia/Baku
GBC,Gasuke,GBC,+10:00,Pacific/Port_Moresby
GBD,Great Bend Municipal,GBD,-06:00,America/Chicago
GBE,Gaborone,GBE,+02:00,Africa/Gaborone
GBF,Negarbo,GBF,+10:00,Pacific/Port_Moresby
GBG,Galesburg Municipal,GBG,-06:00,America/Chicago
GBH,Galbraith Ice Landing,GBH,-09:00,America/Anchorage
GBI,Gulbarga Kalaburgi Airport,GBI,+05:30,Asia/Kolkata
GBJ,Marie Galante,GBJ,-04:00,America/Guadeloupe
GBK,Gbangbatok,GBK,+00:00,Africa/Freetown
GBL,South Goulburn Island,GBL,+09:30,Australia/Darwin
GBM,Garbaharey,GBM,+03:00,Africa/Mogadishu
GBN,San Giovanni Rotondo,GBN,+01:00,Europe/Rome
GBO,Baltimore Greenbelt Rail Station,WAS,-05:00,America/New_York
GBP,Gamboola,GBP,+10:00,Australia/Brisbane
GBQ,Muharraq Off-Line Point,GBQ,+03:00,Asia/Bahrain
GBR,Great Barrington Walter J Koladza,GBR,-05:00,America/New_York
GBS,Port Fitzroy,GBS,+12:00,Pacific/Auckland
GBT,Gorgan,GBT,+03:30,Asia/Tehran
GBU,Khashm El Girba,GBU,+02:00,Africa/Khartoum
GBV,Gibb River,GBV,+08:00,Australia/Perth
GBW,Ginbata,GBW,+08:00,Australia/Perth
GBX,Granada Bus Station,GRX,+01:00,Europe/Madrid
GBZ,Great Barrier Island Claris,GBZ,+12:00,Pacific/Auckland
GCA,Guacamayas,GCA,-05:00,America/Bogota
GCC,Gillette,GCC,-07:00,America/Denver
GCD,Electric City Grand Coulee Dam,GCD,-08:00,America/Los_Angeles
GCH,Gachsaran,GCH,+03:30,Asia/Tehran
GCI,Guernsey,GCI,+00:00,Europe/London
GCJ,Johannesburg Grand Central Apt,JNB,+02:00,Africa/Johannesburg
GCK,Garden City,GCK,-06:00,America/Chicago
GCM,Grand Cayman Island,GCM,-05:00,America/Cayman
GCN,Grand Canyon National Park,GCN,-07:00,America/Phoenix
GCQ,Gold Coast Bus Station,OOL,+10:00,Australia/Brisbane
GCT,Grand Canyon Bar Ten Ranch,GCN,-07:00,America/Phoenix
GCV,Gravatai,GCV,-03:00,America/Sao_Paulo
GCW,Grand Canyon West,GCW,-07:00,America/Phoenix
GCY,Greeneville Greene County Municipal,GCY,-05:00,America/New_York
GDA,Gounda,GDA,+01:00,Africa/Bangui
GDB,Gondia Birsi,GDB,+05:30,Asia/Kolkata
GDC,Greenville/Spartanburg Donaldson Fld,GSP,-05:00,America/New_York
GDD,Gordon Downs,GDD,+08:00,Australia/Perth
GDE,Gode,GDE,+03:00,Africa/Addis_Ababa
GDG,Magdagachi,GDG,+09:00,Asia/Yakutsk
GDH,Golden Horn Lodge Spb,GDH,-09:00,America/Anchorage
GDI,Melle Gordil,GDI,+01:00,Africa/Bangui
GDJ,Gandajika,GDJ,+01:00,Africa/Kinshasa
GDL,Guadalajara,GDL,-06:00,America/Mexico_City
GDM,Gardner Municipal,GDM,-05:00,America/New_York
GDN,Gdansk,GDN,+01:00,Europe/Warsaw
GDO,Guasdualito,GDO,-04:00,America/Caracas
GDP,Guadalupe,GDP,-03:00,America/Araguaina
GDQ,Gondar,GDQ,+03:00,Africa/Addis_Ababa
GDR,Angra Dos Reis,GDR,-03:00,America/Araguaina
GDT,Grand Turk J.A.G.S. Mccartney Int,GDT,-05:00,America/Grand_Turk
GDU,Guadalajara Rail Station,GDU,+01:00,Europe/Madrid
GDV,Glendive Hilger Field,GDV,-07:00,America/Denver
GDW,Gladwin Zettel Memorial,GDW,-05:00,America/New_York
GDX,Magadan Sokol,GDX,+11:00,Asia/Srednekolymsk
GDZ,Gelendzhik,GDZ,+03:00,Europe/Moscow
GEA,Noumea Magenta Apt,NOU,+11:00,Pacific/Noumea
GEB,Gebe,GEB,+09:00,Asia/Jayapura
GEC,Gecitkale,GEC,+02:00,Asia/Nicosia
GED,Georgetown Sussex County,GED,-05:00,America/New_York
GEE,George Town,GEE,+10:00,Australia/Hobart
GEF,Geva,GEF,+11:00,Pacific/Guadalcanal
GEG,Spokane,GEG,-08:00,America/Los_Angeles
GEI,Green Islands,GEI,+10:00,Pacific/Port_Moresby
GEK,Ganes Creek,GEK,-09:00,America/Anchorage
GEL,Santo Angelo,GEL,-03:00,America/Araguaina
GEM,Mongomo,GEM,+01:00,Africa/Malabo
GEN,Puente Genil Rail Station Puente Genil,GEN,+01:00,Europe/Madrid
GEO,Georgetown Cheddi Jagan International,GEO,-04:00,America/Guyana
GEP,Genoa Brignole Railway Stn,GOA,+01:00,Europe/Rome
GER,Nueva Gerona Rafael Cabrera,GER,-05:00,America/Havana
GES,General Santos International,GES,+08:00,Asia/Manila
GET,Geraldton,GET,+08:00,Australia/Perth
GEV,Gallivare,GEV,+01:00,Europe/Stockholm
GEW,Gewoya,GEW,+10:00,Pacific/Port_Moresby
GEX,Geelong,GEX,+10:00,Australia/Sydney
GEY,Greybull South Big Horn,GEY,-07:00,America/Denver
GFA,Great Falls Malmstrom Afb Heliport,GTF,-07:00,America/Denver
GFB,Togiak Fish,GFB,-09:00,America/Anchorage
GFD,Greenfield,GFD,-05:00,America/New_York
GFE,Grenfell,GFE,+10:00,Australia/Sydney
GFF,Griffith,GFF,+10:00,Australia/Sydney
GFK,Grand Forks,GFK,-06:00,America/Chicago
GFL,Glens Falls Floyd Bennett Memorial,GFL,-05:00,America/New_York
GFN,Grafton Clarence Valley,GFN,+10:00,Australia/Sydney
GFO,Bartica,GFO,-04:00,America/Guyana
GFR,Granville,GFR,+01:00,Europe/Paris
GFY,Grootfontein,GFY,+02:00,Africa/Windhoek
GGA,La Graciosa Ferry Port,GGA,+00:00,Atlantic/Canary
GGB,Agua Boa,GGB,-04:00,America/Porto_Velho
GGC,Lumbala N' Guimbo,GGC,+01:00,Africa/Luanda
GGD,Gregory Downs,GGD,+10:00,Australia/Brisbane
GGE,Georgetown County,GGE,-05:00,America/New_York
GGF,Almeirim,GGF,-03:00,America/Araguaina
GGG,Longview,GGG,-06:00,America/Chicago
GGH,Cianorte,GGH,-03:00,America/Araguaina
GGJ,Guaira,GGJ,-03:00,America/Araguaina
GGL,Gilgal,GGL,-05:00,America/Bogota
GGM,Kakamega,GGM,+03:00,Africa/Nairobi
GGN,Gagnoa,GGN,+00:00,Africa/Abidjan
GGO,Guiglo,GGO,+00:00,Africa/Abidjan
GGR,Garowe,GGR,+03:00,Africa/Mogadishu
GGS,Gobernador Gregores,GGS,-03:00,America/Argentina/Buenos_Aires
GGT,George Town,GGT,-05:00,America/Nassau
GGW,Glasgow City County,GGW,-07:00,America/Denver
GGX,Xiaogan Rail Station,XJW,+08:00,Asia/Shanghai
GGZ,Graz Rail Station,GRZ,+01:00,Europe/Vienna
GHA,Ghardaia Noumerat,GHA,+01:00,Africa/Algiers
GHB,Governors Harbour,GHB,-05:00,America/Nassau
GHC,Great Harbour Cay Municipal,GHC,-05:00,America/Nassau
GHD,Ghimbi,GHD,+03:00,Africa/Addis_Ababa
GHE,Garachine,GHE,-05:00,America/Panama
GHF,Giebelstadt,GHF,+01:00,Europe/Berlin
GHK,Kennedy Lake Gahcho Kue,GHK,-07:00,America/Whitehorse
GHM,Centerville Municipal,GHM,-06:00,America/Chicago
GHN,Guanghan,GHN,+08:00,Asia/Shanghai
GHS,West Kutai Melalan,GHS,+08:00,Asia/Makassar
GHT,Ghat,GHT,+02:00,Africa/Tripoli
GHU,Gualeguaychu,GHU,-03:00,America/Argentina/Buenos_Aires
GIA,Girona Rail Station,GRO,+01:00,Europe/Madrid
GIB,Gibraltar North Front,GIB,+01:00,Europe/Gibraltar
GIC,Boigu Island,GIC,+10:00,Australia/Brisbane
GID,Gitega,GID,+02:00,Africa/Bujumbura
GIF,Winter Haven's Gilbert,GIF,-05:00,America/New_York
